1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746065.983964 yylex_token: %%
1749746065.983967 cmd_parse_build_commands 0:0: bind
1749746065.983969 cmd_parse_build_commands 0:1: -N
1749746065.983971 cmd_parse_build_commands 0:2: Rename current session
1749746065.983973 cmd_parse_build_commands 0:3: $
1749746065.983976 cmd_parse_build_commands 0:4 0:0: command-prompt
1749746065.983978 cmd_parse_build_commands 0:4 0:1: -I#S
1749746065.983980 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1749746065.983982 cmd_parse_build_commands 0:4 0:2 0:1: --
1749746065.983985 cmd_parse_build_commands 0:4 0:2 0:2: %%
1749746065.983987 cmd_parse_build_commands 0:0: command-prompt
1749746065.983989 cmd_parse_build_commands 0:1: -I#S
1749746065.983992 cmd_parse_build_commands 0:2 0:0: rename-session
1749746065.983994 cmd_parse_build_commands 0:2 0:1: --
1749746065.983996 cmd_parse_build_commands 0:2 0:2: %%
1749746065.983998 cmd_parse_build_commands 0:0: rename-session
1749746065.984000 cmd_parse_build_commands 0:1: --
1749746065.984003 cmd_parse_build_commands 0:2: %%
1749746065.984006 args_parse_flags: next --
1749746065.984008 args_parse: flags end at 2 of 3
1749746065.984010 args_parse: 2 = %% (type STRING)
1749746065.984013 cmd_parse_build_commands: rename-session "%%"
1749746065.984015 args_parse_flags: next -I#S
1749746065.984018 args_parse_flag_argument: -I = #S
1749746065.984020 args_parse: flags end at 2 of 3
1749746065.984023 args_parse: 2 = rename-session "%%" (type COMMANDS)
1749746065.984027 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1749746065.984029 args_parse_flags: next -N
1749746065.984036 args_parse_flag_argument: -N = Rename current session
1749746065.984038 args_parse_flags: next $
1749746065.984040 args_parse: flags end at 3 of 5
1749746065.984043 args_parse: 3 = $ (type STRING)
1749746065.984046 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1749746065.984052 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1749746065.984054 cmdq_get_command: [bind-key/0x70b893e87900] group 58
1749746065.984057 cmdq_append <global>: [bind-key/0x70b893e87900]
1749746065.984059 yylex_token: end at WS
1749746065.984061 yylex_token: bind
1749746065.984063 yylex_token: end at WS
1749746065.984070 yylex_token: -N
1749746065.984073 yylex_token: end at WS
1749746065.984075 yylex_token: Split window horizontally
1749746065.984077 yylex_get_word: %
1749746065.984080 yylex_token: end at WS
1749746065.984082 yylex_token: split-window
1749746065.984084 yylex_token: end at WS
1749746065.984086 yylex_token: -h
1749746065.984105 cmd_parse_build_commands 0:0: bind
1749746065.984108 cmd_parse_build_commands 0:1: -N
1749746065.984111 cmd_parse_build_commands 0:2: Split window horizontally
1749746065.984113 cmd_parse_build_commands 0:3: %
1749746065.984115 cmd_parse_build_commands 0:4 0:0: split-window
1749746065.984117 cmd_parse_build_commands 0:4 0:1: -h
1749746065.984120 cmd_parse_build_commands 0:0: split-window
1749746065.984123 cmd_parse_build_commands 0:1: -h
1749746065.984126 args_parse_flags: next -h
1749746065.984128 args_parse_flags: -h
1749746065.984130 args_parse: flags end at 2 of 2
1749746065.984133 cmd_parse_build_commands: split-window -h
1749746065.984135 args_parse_flags: next -N
1749746065.984138 args_parse_flag_argument: -N = Split window horizontally
1749746065.984140 args_parse_flags: next %
1749746065.984142 args_parse: flags end at 3 of 5
1749746065.984144 args_parse: 3 = % (type STRING)
1749746065.984147 args_parse: 4 = split-window -h (type COMMANDS)
1749746065.984151 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1749746065.984154 cmdq_get_command: [bind-key/0x70b893e87a00] group 70
1749746065.984156 cmdq_append <global>: [bind-key/0x70b893e87a00]
1749746065.984158 yylex_token: end at WS
1749746065.984160 yylex_token: bind
1749746065.984162 yylex_token: end at WS
1749746065.984164 yylex_token: -N
1749746065.984167 yylex_token: end at WS
1749746065.984169 yylex_token: Kill current window
1749746065.984171 yylex_token: end at WS
1749746065.984173 yylex_token: &
1749746065.984176 yylex_token: end at WS
1749746065.984178 yylex_token: confirm-before
1749746065.984181 yylex_token: end at WS
1749746065.984183 yylex_token: -pkill-window #W? (y/n)
1749746065.984185 yylex_token: end at WS
1749746065.984187 yylex_token: kill-window
1749746065.984190 cmd_parse_build_commands 0:0: bind
1749746065.984192 cmd_parse_build_commands 0:1: -N
1749746065.984194 cmd_parse_build_commands 0:2: Kill current window
1749746065.984197 cmd_parse_build_commands 0:3: &
1749746065.984199 cmd_parse_build_commands 0:4 0:0: confirm-before
1749746065.984201 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1749746065.984203 cmd_parse_build_commands 0:4 0:2: kill-window
1749746065.984206 cmd_parse_build_commands 0:0: confirm-before
1749746065.984208 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1749746065.984210 cmd_parse_build_commands 0:2: kill-window
1749746065.984213 args_parse_flags: next -pkill-window #W? (y/n)
1749746065.984215 args_parse_flag_argument: -p = kill-window #W? (y/n)
1749746065.984217 args_parse_flags: next kill-window
1749746065.984220 args_parse: flags end at 2 of 3
1749746065.984222 args_parse: 2 = kill-window (type STRING)
1749746065.984226 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1749746065.984228 args_parse_flags: next -N
1749746065.984230 args_parse_flag_argument: -N = Kill current window
1749746065.984232 args_parse_flags: next &
1749746065.984234 args_parse: flags end at 3 of 5
1749746065.984236 args_parse: 3 = & (type STRING)
1749746065.984240 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1749746065.984245 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1749746065.984248 cmdq_get_command: [bind-key/0x70b893e87b00] group 78
1749746065.984250 cmdq_append <global>: [bind-key/0x70b893e87b00]
1749746065.984252 yylex_token: end at WS
1749746065.984254 yylex_token: bind
1749746065.984256 yylex_token: end at WS
1749746065.984258 yylex_token: -N
1749746065.984261 yylex_token: end at WS
1749746065.984264 yylex_token: Prompt for window index to select
1749746065.984266 yylex_token: end at WS
1749746065.984274 yylex_token: '
1749746065.984276 yylex_token: end at WS
1749746065.984278 yylex_token: command-prompt
1749746065.984281 yylex_token: end at WS
1749746065.984283 yylex_token: -T
1749746065.984285 yylex_token: end at WS
1749746065.984287 yylex_token: window-target
1749746065.984289 yylex_token: end at WS
1749746065.984291 yylex_token: -pindex
1749746065.984294 yylex_token: end at WS
1749746065.984296 yylex_token: select-window
1749746065.984298 yylex_token: end at WS
1749746065.984300 yylex_token: -t
1749746065.984302 yylex_token: end at WS
1749746065.984304 yylex_token: :%%
1749746065.984309 cmd_parse_build_commands 0:0: bind
1749746065.984311 cmd_parse_build_commands 0:1: -N
1749746065.984313 cmd_parse_build_commands 0:2: Prompt for window index to select
1749746065.984315 cmd_parse_build_commands 0:3: '
1749746065.984318 cmd_parse_build_commands 0:4 0:0: command-prompt
1749746065.984320 cmd_parse_build_commands 0:4 0:1: -T
1749746065.984322 cmd_parse_build_commands 0:4 0:2: window-target
1749746065.984324 cmd_parse_build_commands 0:4 0:3: -pindex
1749746065.984326 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1749746065.984328 cmd_parse_build_commands 0:4 0:4 0:1: -t
1749746065.984331 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1749746065.984333 cmd_parse_build_commands 0:0: command-prompt
1749746065.984335 cmd_parse_build_commands 0:1: -T
1749746065.984338 cmd_parse_build_commands 0:2: window-target
1749746065.984340 cmd_parse_build_commands 0:3: -pindex
1749746065.984342 cmd_parse_build_commands 0:4 0:0: select-window
1749746065.984344 cmd_parse_build_commands 0:4 0:1: -t
1749746065.984346 cmd_parse_build_commands 0:4 0:2: :%%
1749746065.984349 cmd_parse_build_commands 0:0: select-window
1749746065.984351 cmd_parse_build_commands 0:1: -t
1749746065.984353 cmd_parse_build_commands 0:2: :%%
1749746065.984357 args_parse_flags: next -t
1749746065.984359 args_parse_flag_argument: -t = :%%
1749746065.984362 args_parse: flags end at 3 of 3
1749746065.984365 cmd_parse_build_commands: select-window -t ":%%"
1749746065.984367 args_parse_flags: next -T
1749746065.984369 args_parse_flag_argument: -T = window-target
1749746065.984371 args_parse_flags: next -pindex
1749746065.984373 args_parse_flag_argument: -p = index
1749746065.984376 args_parse: flags end at 4 of 5
1749746065.984378 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1749746065.984383 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1749746065.984385 args_parse_flags: next -N
1749746065.984388 args_parse_flag_argument: -N = Prompt for window index to select
1749746065.984390 args_parse_flags: next '
1749746065.984392 args_parse: flags end at 3 of 5
1749746065.984394 args_parse: 3 = ' (type STRING)
1749746065.984398 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1749746065.984409 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1749746065.984412 cmdq_get_command: [bind-key/0x70b893e87c00] group 86
1749746065.984414 cmdq_append <global>: [bind-key/0x70b893e87c00]
1749746065.984416 yylex_token: end at WS
1749746065.984419 yylex_token: bind
1749746065.984421 yylex_token: end at WS
1749746065.984423 yylex_token: -N
1749746065.984426 yylex_token: end at WS
1749746065.984428 yylex_token: Switch to previous client
1749746065.984430 yylex_token: end at WS
1749746065.984432 yylex_token: (
1749746065.984434 yylex_token: end at WS
1749746065.984436 yylex_token: switch-client
1749746065.984439 yylex_token: end at WS
1749746065.984441 yylex_token: -p
1749746065.984443 cmd_parse_build_commands 0:0: bind
1749746065.984445 cmd_parse_build_commands 0:1: -N
1749746065.984448 cmd_parse_build_commands 0:2: Switch to previous client
1749746065.984450 cmd_parse_build_commands 0:3: (
1749746065.984452 cmd_parse_build_commands 0:4 0:0: switch-client
1749746065.984454 cmd_parse_build_commands 0:4 0:1: -p
1749746065.984457 cmd_parse_build_commands 0:0: switch-client
1749746065.984464 cmd_parse_build_commands 0:1: -p
1749746065.984467 args_parse_flags: next -p
1749746065.984469 args_parse_flags: -p
1749746065.984471 args_parse: flags end at 2 of 2
1749746065.984474 cmd_parse_build_commands: switch-client -p
1749746065.984476 args_parse_flags: next -N
1749746065.984479 args_parse_flag_argument: -N = Switch to previous client
1749746065.984481 args_parse_flags: next (
1749746065.984483 args_parse: flags end at 3 of 5
1749746065.984485 args_parse: 3 = ( (type STRING)
1749746065.984487 args_parse: 4 = switch-client -p (type COMMANDS)
1749746065.984492 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1749746065.984494 cmdq_get_command: [bind-key/0x70b893e87d00] group 98
1749746065.984496 cmdq_append <global>: [bind-key/0x70b893e87d00]
1749746065.984499 yylex_token: end at WS
1749746065.984501 yylex_token: bind
1749746065.984503 yylex_token: end at WS
1749746065.984505 yylex_token: -N
1749746065.984508 yylex_token: end at WS
1749746065.984510 yylex_token: Switch to next client
1749746065.984512 yylex_token: end at WS
1749746065.984514 yylex_token: )
1749746065.984516 yylex_token: end at WS
1749746065.984518 yylex_token: switch-client
1749746065.984520 yylex_token: end at WS
1749746065.984522 yylex_token: -n
1749746065.984525 cmd_parse_build_commands 0:0: bind
1749746065.984527 cmd_parse_build_commands 0:1: -N
1749746065.984529 cmd_parse_build_commands 0:2: Switch to next client
1749746065.984531 cmd_parse_build_commands 0:3: )
1749746065.984534 cmd_parse_build_commands 0:4 0:0: switch-client
1749746065.984536 cmd_parse_build_commands 0:4 0:1: -n
1749746065.984538 cmd_parse_build_commands 0:0: switch-client
1749746065.984540 cmd_parse_build_commands 0:1: -n
1749746065.984543 args_parse_flags: next -n
1749746065.984546 args_parse_flags: -n
1749746065.984548 args_parse: flags end at 2 of 2
1749746065.984550 cmd_parse_build_commands: switch-client -n
1749746065.984552 args_parse_flags: next -N
1749746065.984555 args_parse_flag_argument: -N = Switch to next client
1749746065.984557 args_parse_flags: next )
1749746065.984559 args_parse: flags end at 3 of 5
1749746065.984561 args_parse: 3 = ) (type STRING)
1749746065.984563 args_parse: 4 = switch-client -n (type COMMANDS)
1749746065.984567 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1749746065.984570 cmdq_get_command: [bind-key/0x70b893e87e00] group 106
1749746065.984572 cmdq_append <global>: [bind-key/0x70b893e87e00]
1749746065.984574 yylex_token: end at WS
1749746065.984576 yylex_token: bind
1749746065.984579 yylex_token: end at WS
1749746065.984581 yylex_token: -N
1749746065.984583 yylex_token: end at WS
1749746065.984585 yylex_token: Rename current window
1749746065.984588 yylex_token: end at WS
1749746065.984590 yylex_token: ,
1749746065.984592 yylex_token: end at WS
1749746065.984594 yylex_token: command-prompt
1749746065.984596 yylex_token: end at WS
1749746065.984598 yylex_token: -I#W
1749746065.984601 yylex_token: end at WS
1749746065.984603 yylex_token: rename-window
1749746065.984605 yylex_token: end at WS
1749746065.984607 yylex_token: --
1749746065.984609 yylex_token: end at WS
1749746065.984611 yylex_token: %%
1749746065.984613 cmd_parse_build_commands 0:0: bind
1749746065.984616 cmd_parse_build_commands 0:1: -N
1749746065.984618 cmd_parse_build_commands 0:2: Rename current window
1749746065.984620 cmd_parse_build_commands 0:3: ,
1749746065.984622 cmd_parse_build_commands 0:4 0:0: command-prompt
1749746065.984624 cmd_parse_build_commands 0:4 0:1: -I#W
1749746065.984627 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1749746065.984629 cmd_parse_build_commands 0:4 0:2 0:1: --
1749746065.984631 cmd_parse_build_commands 0:4 0:2 0:2: %%
1749746065.984633 cmd_parse_build_commands 0:0: command-prompt
1749746065.984636 cmd_parse_build_commands 0:1: -I#W
1749746065.984638 cmd_parse_build_commands 0:2 0:0: rename-window
1749746065.984640 cmd_parse_build_commands 0:2 0:1: --
1749746065.984642 cmd_parse_build_commands 0:2 0:2: %%
1749746065.984645 cmd_parse_build_commands 0:0: rename-window
1749746065.984652 cmd_parse_build_commands 0:1: --
1749746065.984654 cmd_parse_build_commands 0:2: %%
1749746065.984657 args_parse_flags: next --
1749746065.984659 args_parse: flags end at 2 of 3
1749746065.984661 args_parse: 2 = %% (type STRING)
1749746065.984664 cmd_parse_build_commands: rename-window "%%"
1749746065.984666 args_parse_flags: next -I#W
1749746065.984669 args_parse_flag_argument: -I = #W
1749746065.984671 args_parse: flags end at 2 of 3
1749746065.984673 args_parse: 2 = rename-window "%%" (type COMMANDS)
1749746065.984677 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1749746065.984679 args_parse_flags: next -N
1749746065.984682 args_parse_flag_argument: -N = Rename current window
1749746065.984684 args_parse_flags: next ,
1749746065.984686 args_parse: flags end at 3 of 5
1749746065.984688 args_parse: 3 = , (type STRING)
1749746065.984691 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1749746065.984696 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1749746065.984699 cmdq_get_command: [bind-key/0x70b893e87f00] group 114
1749746065.984701 cmdq_append <global>: [bind-key/0x70b893e87f00]
1749746065.984703 yylex_token: end at WS
1749746065.984705 yylex_token: bind
1749746065.984708 yylex_token: end at WS
1749746065.984710 yylex_token: -N
1749746065.984713 yylex_token: end at WS
1749746065.984715 yylex_token: Delete the most recent paste buffer
1749746065.984717 yylex_token: end at WS
1749746065.984719 yylex_token: -
1749746065.984721 yylex_token: end at WS
1749746065.984723 yylex_token: delete-buffer
1749746065.984726 cmd_parse_build_commands 0:0: bind
1749746065.984728 cmd_parse_build_commands 0:1: -N
1749746065.984730 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1749746065.984733 cmd_parse_build_commands 0:3: -
1749746065.984735 cmd_parse_build_commands 0:4 0:0: delete-buffer
1749746065.984737 cmd_parse_build_commands 0:0: delete-buffer
1749746065.984740 args_parse: flags end at 1 of 1
1749746065.984742 cmd_parse_build_commands: delete-buffer
1749746065.984744 args_parse_flags: next -N
1749746065.984747 args_parse_flag_argument: -N = Delete the most recent paste buffer
1749746065.984749 args_parse_flags: next -
1749746065.984751 args_parse: flags end at 3 of 5
1749746065.984753 args_parse: 3 = - (type STRING)
1749746065.984755 args_parse: 4 = delete-buffer (type COMMANDS)
1749746065.984759 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1749746065.984766 cmdq_get_command: [bind-key/0x70b893eae000] group 126
1749746065.984768 cmdq_append <global>: [bind-key/0x70b893eae000]
1749746065.984771 yylex_token: end at WS
1749746065.984774 yylex_token: bind
1749746065.984776 yylex_token: end at WS
1749746065.984778 yylex_token: -N
1749746065.984780 yylex_token: end at WS
1749746065.984783 yylex_token: Move the current window
1749746065.984785 yylex_token: end at WS
1749746065.984787 yylex_token: .
1749746065.984789 yylex_token: end at WS
1749746065.984791 yylex_token: command-prompt
1749746065.984793 yylex_token: end at WS
1749746065.984795 yylex_token: -T
1749746065.984798 yylex_token: end at WS
1749746065.984800 yylex_token: target
1749746065.984803 yylex_token: end at WS
1749746065.984805 yylex_token: move-window
1749746065.984807 yylex_token: end at WS
1749746065.984809 yylex_token: -t
1749746065.984811 yylex_token: end at WS
1749746065.984813 yylex_token: %%
1749746065.984816 cmd_parse_build_commands 0:0: bind
1749746065.984818 cmd_parse_build_commands 0:1: -N
1749746065.984820 cmd_parse_build_commands 0:2: Move the current window
1749746065.984822 cmd_parse_build_commands 0:3: .
1749746065.984825 cmd_parse_build_commands 0:4 0:0: command-prompt
1749746065.984827 cmd_parse_build_commands 0:4 0:1: -T
1749746065.984829 cmd_parse_build_commands 0:4 0:2: target
1749746065.984831 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1749746065.984833 cmd_parse_build_commands 0:4 0:3 0:1: -t
1749746065.984835 cmd_parse_build_commands 0:4 0:3 0:2: %%
1749746065.984843 cmd_parse_build_commands 0:0: command-prompt
1749746065.984846 cmd_parse_build_commands 0:1: -T
1749746065.984848 cmd_parse_build_commands 0:2: target
